Date,Product,Units Sold,Revenue
2022-01-01,Product B,81.00274492007415,8225.285760614857
2022-01-02,Product A,80.13979910734221,3787.992520294889
2022-01-03,Product C,62.8767195030917,6206.808477194628
2022-01-04,Product A,89.79030400466777,8896.563714303682
2022-01-05,Product B,63.14166700043425,4952.080173547992
2022-01-06,Product D,77.57507710047305,2562.6030971388627
2022-01-07,Product B,82.69498852389472,3924.6689990511427
2022-01-08,Product B,62.2418175935532,5883.198247276719
2022-01-09,Product D,69.24948302848355,2770.9040764411625
2022-01-10,Product B,36.980788352644154,1492.2416204575436
2022-01-11,Product B,44.84808937801448,3591.5749066531052
2022-01-12,Product A,86.66874267444524,6894.205608910776
2022-01-13,Product A,101.44967713501283,6191.077621698557
2022-01-14,Product D,86.50963960443622,5453.699612020249
2022-01-15,Product A,78.76556963055766,1374.215133704507
2022-01-16,Product A,55.112501545435364,3401.3463224975503
2022-01-17,Product B,101.78880808455239,7067.232910250795
2022-01-18,Product C,62.195749114345766,1164.181379049991
2022-01-19,Product A,71.72082408519233,4134.146640114943
2022-01-20,Product C,83.44459559399574,8264.057207630982
2022-01-21,Product A,62.93553679742428,6040.800409029817
2022-01-22,Product A,89.03463635867223,6329.667888351621
2022-01-23,Product D,43.436492547156966,3726.8384380479883
2022-01-24,Product D,55.77746290402326,2950.571715588481
2022-01-25,Product D,75.53427115757474,2980.2420818295354
2022-01-26,Product C,50.18451996385605,5042.577263540897
2022-01-27,Product B,87.87141635072564,5903.496008350691
2022-01-28,Product A,101.81639756949451,8196.211704084963
2022-01-29,Product A,73.92027358683383,6822.102353612933
2022-01-30,Product A,112.79944138890026,5504.8393993423715
2022-01-31,Product C,76.77368307647619,4191.145138736922
2022-02-01,Product D,82.38715798671737,7439.424673724606
2022-02-02,Product B,92.23124077269657,5289.481281062609
2022-02-03,Product C,70.38910043684659,4761.895332394412
2022-02-04,Product D,53.62753845673544,5213.393314408678
2022-02-05,Product C,94.09661321916391,8647.742766522937
2022-02-06,Product B,84.24381746615242,3750.2632803135075
2022-02-07,Product D,38.172002690356635,2263.900221045295
2022-02-08,Product C,95.26177547531641,1596.6819898436427
2022-02-09,Product B,75.0941664047013,3493.626077025418
2022-02-10,Product A,56.01432426180859,912.4506491812838
2022-02-11,Product B,63.62969236690571,3016.0513470183478
2022-02-12,Product A,81.49357430878173,5171.239081192788
2022-02-13,Product C,62.12874616235304,2392.9724964959078
2022-02-14,Product D,47.07606075761131,3342.3507136717926
2022-02-15,Product D,65.36009230320184,934.491756897271
2022-02-16,Product C,63.48521627944827,842.2494464874941
2022-02-17,Product D,90.69049883588963,8311.061494313444
2022-02-18,Product D,60.704568257798385,2462.89971642459
2022-02-19,Product A,74.49761890550863,1607.1560793057313
2022-02-20,Product C,48.6105195313359,2904.707083182888
2022-02-21,Product B,59.92436337958402,5462.584328121958
2022-02-22,Product A,71.23228669431667,2259.87200724744
2022-02-23,Product C,103.55391225825755,6349.32762333442
2022-02-24,Product A,61.009171876243805,995.1603954448345
2022-02-25,Product B,83.22444755201448,1352.8004537332608
2022-02-26,Product B,57.99332305429226,3296.842582998892
2022-02-27,Product C,103.5138712337179,5638.601321945038
2022-02-28,Product B,67.30594718878629,5642.276002515228
2022-03-01,Product A,68.43360192379934,4752.37146413129
2022-03-02,Product B,59.37376241054153,6449.935114417997
2022-03-03,Product A,90.70598668593159,4805.403651190076
2022-03-04,Product A,91.36740843457483,3859.909582341076
2022-03-05,Product B,70.9511789933548,7241.392599090672
2022-03-06,Product C,36.72457562116837,1805.5944141412626
2022-03-07,Product D,51.48084946661382,2525.3596705054833
2022-03-08,Product B,57.59722501721482,940.9563126614313
2022-03-09,Product A,81.95683374895592,1108.579422321553
2022-03-10,Product A,59.38592458777374,5128.218862601477
2022-03-11,Product B,61.3847993773104,6631.965245372996
2022-03-12,Product C,66.33920201352683,4866.063664758526
2022-03-13,Product C,62.889838002375434,3498.3222127986974
2022-03-14,Product A,86.4816389219784,2373.955097914958
2022-03-15,Product A,83.47398671316414,1999.058695466177
2022-03-16,Product C,50.39586634716048,1910.185655601162
2022-03-17,Product D,81.15444455770175,5047.738429559524
2022-03-18,Product B,73.0629280921444,4691.821809801499
2022-03-19,Product A,74.23108130476851,5547.652193672434
2022-03-20,Product A,105.35692112065142,3422.1798414587324
2022-03-21,Product C,52.702931453423815,6128.726948073422
2022-03-22,Product B,62.298041779152825,4360.709224428446
2022-03-23,Product C,77.41568620657901,3787.603163946221
2022-03-24,Product B,47.283554998727105,4659.233990597329
2022-03-25,Product B,81.03104744529523,4243.027547491893
2022-03-26,Product B,75.7707212718054,2266.4759551290977
2022-03-27,Product A,62.96954613957007,2730.4097162494504
2022-03-28,Product D,97.71145873371309,7355.089553262275
2022-03-29,Product C,60.960148132841795,750.7528845702697
2022-03-30,Product D,96.865897874729,1963.7335118544854
2022-03-31,Product C,71.44322764607921,1030.6805857289946
2022-04-01,Product B,86.67782061659807,1036.5972362696466
2022-04-02,Product A,76.54420843301213,6439.911697946321
2022-04-03,Product D,97.37602662075201,6896.321516975752
2022-04-04,Product A,85.88123033877532,4736.68924594611
2022-04-05,Product C,73.12393775927507,1461.9197455293056
2022-04-06,Product A,59.67441812180379,3467.381858794758
2022-04-07,Product A,97.94452142378297,4949.515702227369
2022-04-08,Product D,45.79015519179737,1275.1985697868658
2022-04-09,Product B,76.89774856896413,3632.349732493865
2022-04-10,Product A,76.75400798645438,2589.2178693492165
2022-04-11,Product B,66.71124703431693,3803.4487588668867
2022-04-12,Product C,69.73976467832159,4899.305050878742
2022-04-13,Product A,62.012139221639444,715.8801831958398
2022-04-14,Product D,88.91924626978448,4061.4268306933486
2022-04-15,Product C,36.61875464822146,3760.2801222622543
2022-04-16,Product C,62.91913689082596,4025.524355762002
2022-04-17,Product D,41.29208078974145,5206.337223206682
2022-04-18,Product A,62.48486515958692,4569.125036976121
2022-04-19,Product A,57.184183791895514,1406.0377947196298
2022-04-20,Product C,100.76437312275283,1390.2641034700025
2022-04-21,Product A,87.26927373764163,5699.959016977387
2022-04-22,Product B,79.80899471191135,1013.4624665090803
2022-04-23,Product D,62.294055811834895,3395.1633808008664
2022-04-24,Product B,68.88864690992115,8588.374324180324
2022-04-25,Product A,90.35614558108566,5440.111634358047
2022-04-26,Product C,97.70865193886966,4051.885054211697
2022-04-27,Product D,62.214137542201584,5213.20149134771
2022-04-28,Product A,67.43754043206928,2881.0321085093133
2022-04-29,Product A,61.38496407494414,3431.5046043041243
2022-04-30,Product C,52.847120860991986,5395.561589884565
2022-05-01,Product C,67.32781866106285,2736.0313001873133
2022-05-02,Product B,105.70692857804396,8032.800440342683
2022-05-03,Product D,83.81866255058495,7503.306400186335
2022-05-04,Product D,99.48220586300336,2681.738812573561
2022-05-05,Product C,67.40639100459757,1164.8676206756695
2022-05-06,Product B,64.50155630535208,1383.6130253550452
2022-05-07,Product D,94.30335816544246,1009.3402887084374
2022-05-08,Product C,75.43916174091133,1545.4279450557299
2022-05-09,Product A,93.71566237219392,6647.4823558671005
2022-05-10,Product D,84.22342553234883,1455.444499698783
2022-05-11,Product B,75.78979825746391,2753.044075834599
2022-05-12,Product B,79.33662105286949,6542.283748083939
2022-05-13,Product B,94.375399442579,1026.3112336054226
2022-05-14,Product A,44.89983601145253,4160.008007661664
2022-05-15,Product D,81.30125064706628,2968.12334793397
2022-05-16,Product D,76.21236284217693,1764.8081286337963
2022-05-17,Product A,91.55706739923889,6975.3661761455
2022-05-18,Product D,66.77300493044852,4199.87894617239
2022-05-19,Product A,59.56988616645352,4634.138909473061
2022-05-20,Product A,40.77834675822375,3798.59804387571
2022-05-21,Product A,62.6960592010566,4453.61338087142
2022-05-22,Product B,88.55637858804951,2667.289743444368
2022-05-23,Product D,67.13434903223701,1640.2165622632654
2022-05-24,Product A,106.76795812558066,6843.636791121178
2022-05-25,Product D,68.26210800896428,6271.01172459705
2022-05-26,Product B,45.55345296688583,5737.9902942104
2022-05-27,Product A,46.212797510957216,2998.8906165207736
2022-05-28,Product C,78.96044311489183,2797.784617281323
2022-05-29,Product B,81.54365656354058,5997.331141572019
2022-05-30,Product C,90.44415329089544,3700.6251479631114
2022-05-31,Product D,64.7996862631982,5816.425563131089
2022-06-01,Product D,69.74510952701624,7056.574070462572
2022-06-02,Product B,112.45751979616827,4302.090216606314
2022-06-03,Product D,99.29221181975228,7603.975029740758
2022-06-04,Product C,82.09394794604893,6311.711500023383
2022-06-05,Product A,60.25766623898692,1029.1585205863855
2022-06-06,Product A,83.81009231736714,7211.961258809086
2022-06-07,Product A,88.23884024279131,4772.8922029892055
2022-06-08,Product B,64.09525544554688,6067.539635823713
2022-06-09,Product D,92.71468357135996,3419.507523733805
2022-06-10,Product C,112.82024496475034,8534.946758042606
2022-06-11,Product D,77.45420046154977,2895.255869970329
2022-06-12,Product D,107.93186626639397,1025.6676205232645
2022-06-13,Product D,72.88784323568815,7130.669317698919
2022-06-14,Product A,75.1039517974142,1538.4470292113358
2022-06-15,Product C,60.74213079900352,2400.5122285535185
2022-06-16,Product C,81.55724912288694,7736.508988923254
2022-06-17,Product D,66.94191518470949,5362.001935749992
2022-06-18,Product A,54.07535370285181,4357.34345881065
2022-06-19,Product A,92.29550319460614,5163.927383531315
2022-06-20,Product C,49.419921014210104,2566.784866894698
2022-06-21,Product A,86.7311893005258,3307.127409507674
2022-06-22,Product A,83.87895624739832,3710.381010076887
2022-06-23,Product A,38.451433281342304,3862.4177908626825
2022-06-24,Product B,85.23170583961914,5992.1871948427415
2022-06-25,Product D,77.73317967188405,6256.375952692014
2022-06-26,Product C,80.10039100258946,7526.204246193005
2022-06-27,Product C,80.04921227936384,1680.4442947969023
2022-06-28,Product B,65.64215300709871,3756.9922452101296
2022-06-29,Product D,95.69021525289392,1215.9329989712348
2022-06-30,Product C,57.40408648636395,3564.8600510345364
2022-07-01,Product A,61.96857046881894,3814.7749449863218
2022-07-02,Product C,71.54256935914056,6649.652426529417
2022-07-03,Product A,85.2727643025233,3656.5196637149866
2022-07-04,Product B,55.03113357058429,1656.9857148063154
2022-07-05,Product A,49.45705133482188,1142.9196205725832
2022-07-06,Product C,73.69065469791322,5966.423375645424
2022-07-07,Product C,68.96206364813418,4076.6188569528713
2022-07-08,Product C,108.48956094945345,1737.5832375440548
2022-07-09,Product B,63.26565029547757,924.8855029136655
2022-07-10,Product B,85.3111130944517,6428.986634250681
2022-07-11,Product D,43.934740912583294,899.1116224153412
2022-07-12,Product C,82.7335980324986,4811.875702192026
2022-07-13,Product A,76.59218434014488,5591.28901809058
2022-07-14,Product B,58.13929291912946,1004.7799278698462
2022-07-15,Product C,85.75874912889996,1516.4026561482856
2022-07-16,Product C,83.98084760767856,8103.380936946353
2022-07-17,Product B,89.55639588076058,3973.8342131233862
2022-07-18,Product D,87.26337993119763,4026.5381508810747
2022-07-19,Product B,67.53141058759608,6064.624567469387
2022-07-20,Product B,63.672467297840015,6095.824273028866
2022-07-21,Product A,75.56575228866235,7992.513507557391
2022-07-22,Product A,73.87154217322836,6294.998512710913
2022-07-23,Product D,74.06430227691897,3203.089779215036
2022-07-24,Product C,87.45022782579144,1573.8060330850085
2022-07-25,Product B,113.0399298858269,7849.475728365819
2022-07-26,Product D,71.49030191606988,5878.615784585871
2022-07-27,Product A,71.91506851922462,2949.893899285124
2022-07-28,Product B,100.4608519249763,8070.787581875285
2022-07-29,Product C,30.266097675918505,999.6625414611533
2022-07-30,Product A,48.573124059196516,2822.058612140417
2022-07-31,Product A,94.28559134004209,1076.4247381886785
2022-08-01,Product A,71.92488305282178,4473.35825208736
2022-08-02,Product D,90.22183312409125,1468.8167246378966
2022-08-03,Product C,54.894241545341714,1354.6726641776888
2022-08-04,Product B,115.52270443423623,2034.104201008301
2022-08-05,Product D,60.35678393147461,3499.2320706442065
2022-08-06,Product D,63.71555094994159,3947.0615467782345
2022-08-07,Product D,84.21672064043236,4819.962262763748
2022-08-08,Product A,60.70948228782771,6943.58759640286
2022-08-09,Product C,80.75479733720226,3756.253082850672
2022-08-10,Product D,85.89374561227918,2897.734854607044
2022-08-11,Product B,69.77872191108054,7218.040287949298
2022-08-12,Product C,57.12998430172388,1513.3112576392607
2022-08-13,Product B,65.59674601841866,6572.518687394959
2022-08-14,Product C,47.251791924504026,562.040830750761
2022-08-15,Product B,100.10959968203491,9054.995379224974
2022-08-16,Product A,79.4426331148604,1045.7720387812492
2022-08-17,Product D,77.3903383418092,7302.823637200748
2022-08-18,Product B,66.59329803364248,3173.7137880108266
2022-08-19,Product C,70.18936672400102,8037.9027304337005
2022-08-20,Product D,59.15935606944264,888.1689698572952
2022-08-21,Product D,65.93101257968384,3596.744148346816
2022-08-22,Product C,62.904535606860094,6414.561597184308
2022-08-23,Product B,90.26133022242118,4969.1174500746865
2022-08-24,Product A,60.488864236146966,4852.637916784821
2022-08-25,Product A,63.24027019206901,3930.578898657309
2022-08-26,Product B,81.15097863557011,4223.572732450836
2022-08-27,Product D,49.772769794809605,3651.185266210924
2022-08-28,Product D,81.49009225836889,4454.25854544698
2022-08-29,Product D,52.95656309457241,5459.209819745914
2022-08-30,Product D,82.91538703636441,1352.6622874172915
2022-08-31,Product B,49.433708264760966,2278.0683673793083
2022-09-01,Product D,88.0600995134564,7840.09685199846
2022-09-02,Product C,45.19570647503717,5214.3726583856205
2022-09-03,Product D,72.54794181984364,2823.048868109123
2022-09-04,Product A,44.18070592116278,4256.956403060151
2022-09-05,Product D,94.96456368290038,2744.180468210452
2022-09-06,Product B,54.11017467202618,1402.5172021792291
2022-09-07,Product A,68.03286888129608,3568.5999635585854
2022-09-08,Product B,79.5508091319105,3547.6953535312146
2022-09-09,Product B,71.9913611435207,4255.966765670857
2022-09-10,Product A,74.62365297575151,1274.3324524893992
2022-09-11,Product B,63.03301882016521,5091.200718697824
2022-09-12,Product B,69.1422764866204,6716.75203270179
2022-09-13,Product D,70.50301761461877,5027.087261677237
2022-09-14,Product C,77.36387787786144,4714.506388526499
2022-09-15,Product B,55.43054376278933,2119.4497298458814
2022-09-16,Product B,93.0780176889206,7494.817677315204
2022-09-17,Product B,64.89831607343375,5856.2143695210625
2022-09-18,Product D,75.51814577894287,2179.079829931522
2022-09-19,Product C,95.43264094022715,8101.975942131459
2022-09-20,Product A,68.70865438127942,5631.608229207988
2022-09-21,Product D,87.1601666364732,8496.057472104785
2022-09-22,Product D,50.184339330653934,3765.922127078274
2022-09-23,Product C,63.47581705361671,3915.9178751068816
2022-09-24,Product C,71.60240319690638,3663.0266446908954
2022-09-25,Product D,66.21695274597687,6944.1886518837055
2022-09-26,Product A,100.95845255097682,8708.587707999615
2022-09-27,Product D,62.21627222384968,1003.233254511957
2022-09-28,Product C,84.08252755714472,993.9247439373592
2022-09-29,Product A,61.9741639576216,3449.628702460554
2022-09-30,Product C,101.29155637325644,7558.7233354764685
2022-10-01,Product A,88.72597482413043,8308.53351244511
2022-10-02,Product B,58.56029734313876,1320.6614285049209
2022-10-03,Product C,74.82690983945514,4135.491594649446
2022-10-04,Product C,91.65474444462576,3337.6680267040215
2022-10-05,Product D,107.1437006501813,9447.496393571668
2022-10-06,Product C,79.59125768668355,8389.080159743633
2022-10-07,Product C,38.204230332642986,4345.132984956766
2022-10-08,Product B,43.75181422304321,2602.8710333004096
2022-10-09,Product C,97.26091050210833,4591.6351659099255
2022-10-10,Product B,66.17659020469122,2116.1814151042686
2022-10-11,Product B,46.742561868465344,806.7274755919711
2022-10-12,Product B,87.86766764477078,7554.818859858882
2022-10-13,Product B,73.44617067646678,6728.494527234732
2022-10-14,Product A,51.884821970080516,5792.411076523682
2022-10-15,Product D,75.93338903151778,8958.691769330151
2022-10-16,Product A,74.76766753889096,5029.831361894755
2022-10-17,Product C,54.48315394383666,5372.68613484856
2022-10-18,Product A,87.24126747022667,9208.046089343823
2022-10-19,Product A,75.5364179660784,5630.973653428936
2022-10-20,Product C,42.50601111168057,1668.0951272698458
2022-10-21,Product C,95.32382064837391,3514.2029009240546
2022-10-22,Product C,77.93317900880889,1583.5105365541308
2022-10-23,Product A,83.84836123694873,7862.74494240632
2022-10-24,Product A,64.41642219818786,4703.98377054047
2022-10-25,Product C,67.00309879408991,1841.6742485127888
2022-10-26,Product D,92.24362173762226,6898.643658197279
2022-10-27,Product D,58.220098146453616,3742.217971695459
2022-10-28,Product B,110.60084538268795,3615.5456383339174
2022-10-29,Product C,86.03940100275351,1758.1953479258489
2022-10-30,Product B,100.49273326285676,6280.794029961181
2022-10-31,Product D,61.96823574874112,3914.0790583612975
2022-11-01,Product B,83.65011509503039,6678.377156616463
2022-11-02,Product C,114.7080063563551,5528.735371064057
2022-11-03,Product C,67.73032942212232,6409.2591215436
2022-11-04,Product C,102.12448557996929,5030.54018671508
2022-11-05,Product A,81.07751935455475,4482.9244097802275
2022-11-06,Product B,72.37533224105732,6928.48362290264
2022-11-07,Product D,73.3240773905552,3109.3257606513093
2022-11-08,Product D,104.7255444962673,2105.5557477492457
2022-11-09,Product D,73.21809962217196,849.777637791606
2022-11-10,Product A,35.297752801095434,3960.3777563430067
2022-11-11,Product A,76.72862824175131,5522.268836473945
2022-11-12,Product C,62.52481364448495,4766.391457024943
2022-11-13,Product D,89.25566570899954,2624.2653739311763
2022-11-14,Product A,91.20672097550678,1899.4485092142954
2022-11-15,Product C,83.77701000933254,929.1166426383012
2022-11-16,Product D,39.64655641289899,2188.9492119203665
2022-11-17,Product B,85.80197851005963,5177.394507497252
2022-11-18,Product C,69.10585745283824,2860.1295931683208
2022-11-19,Product A,75.5979044793104,3461.689913228803
2022-11-20,Product A,107.80780725554622,8874.11321018597
2022-11-21,Product C,77.33922154548904,2861.005671760184
2022-11-22,Product C,61.59180079228437,3211.3578801821136
2022-11-23,Product A,55.29834288541353,4508.9095271007745
2022-11-24,Product B,35.39039066484008,2359.2106119283844
2022-11-25,Product D,70.29618219132585,4359.491181544894
2022-11-26,Product B,84.07687687163111,7186.32104742261
2022-11-27,Product C,99.71578837195374,9262.030832903169
2022-11-28,Product B,48.232514241796906,1404.6659245422152
2022-11-29,Product A,60.189434595917376,6620.084359377866
2022-11-30,Product C,81.53152853332904,3865.154641311578
2022-12-01,Product D,94.60444846143345,3157.593968417528
2022-12-02,Product A,85.81500697372624,4061.270233827764
2022-12-03,Product A,87.28318376130461,8543.93824824659
2022-12-04,Product D,87.29756139495746,4727.497237359126
2022-12-05,Product D,103.38283805975998,3730.6214610920792
2022-12-06,Product B,51.83955271782626,3814.1859353626296
2022-12-07,Product C,76.96120776940984,2403.5572402122502
2022-12-08,Product D,71.37724711294958,1274.2824113762108
2022-12-09,Product D,78.65503772567685,1788.3865603982267
2022-12-10,Product C,66.90827876531361,1503.5970641992797
2022-12-11,Product D,81.22133771633713,1872.24948858875
2022-12-12,Product D,77.21251378336522,1839.757047936012
2022-12-13,Product B,89.55756125573521,5223.819542742012
2022-12-14,Product A,87.05392697780496,2522.4978561864164
2022-12-15,Product A,80.13128355838641,3369.155834488497
2022-12-16,Product A,49.60268941725825,4893.994361560475
2022-12-17,Product A,111.46977884353733,5122.154898338413
2022-12-18,Product D,69.96554776511574,4767.418907513802
2022-12-19,Product C,63.31844539468635,1362.2842310264605
2022-12-20,Product C,69.14439626963028,2278.8493784631814
2022-12-21,Product B,100.67050265869258,1343.1316981290363
2022-12-22,Product B,74.89630795623437,1672.3705826048915
2022-12-23,Product D,93.82283989275425,3262.6239775902477
2022-12-24,Product C,87.65480375065351,2007.3374597885088
2022-12-25,Product C,73.82711549899628,1415.5021305116616
2022-12-26,Product A,92.0934744018558,1640.9572895280733
2022-12-27,Product D,117.9889812361925,4912.647447915998
2022-12-28,Product D,51.37161439560341,1567.7235205042764
2022-12-29,Product A,79.54497478599228,3589.4251243094427
2022-12-30,Product D,104.533844771177,4992.213738695518
2022-12-31,Product D,101.79572145730712,6219.451695048594
